"","Erlotinib","Sunitinib","PHA.665752","MG.132","AZ628","Sorafenib","Tozasertib","Imatinib","NVP.TAE684","Crizotinib","Saracatinib","S.Trityl.L.cysteine","Z.LLNle.CHO","Dasatinib","GNF.2","CGP.60474","CGP.082996","A.770041","WH.4.023","BI.2536","BMS.536924","BMS.509744","Pyrimethamine","A.443654","GW843682X","Entinostat","Parthenolide","GSK319347A","TGX221","Bortezomib","XMD8.85","Seliciclib","Salubrinal","Lapatinib","GSK269962A","Etoposide","Gemcitabine","Mitomycin.C","NSC.87877","Bicalutamide","QS11","CP466722","CHIR.99021","Ponatinib","AZD6482","JNK.9L","PF.562271","HG6.64.1","DMOG","OSU.03012","AKT.inhibitor.VIII","Embelin","PAC.1","IPA.3","GSK650394","BAY.61.3606","Thapsigargin","Obatoclax.Mesylate","BMS.754807","Linsitinib","Bexarotene","LFM.A13","GW.2580","Luminespib","Phenformin","Bryostatin.1","Pazopanib","Dacinostat","GSK1904529A","BMS.345541","Tipifarnib","Avagacestat","AS601245","Ispinesib.Mesylate","AT.7519","TAK.715","BX.912","ZSTK474","AS605240","GSK1070916","Enzastaurin","GSK429286A","Idelalisib","Cabozantinib","Quizartinib","CP724714","STF.62247","NG.25","VX.11e","FR.180204","Tubastatin.A","Zibotentan","Sepantronium.bromide","NSC.207895","AR.42","CUDC.101","Belinostat","I.BET.762","CAY10603","Linifanib","BIX02189","Alectinib","Pelitinib","Omipalisib","KIN001.244","Masitinib","Amuvatinib","NVP.BHG712","CX.5461","PHA.793887","SB52334","TPCA.1","Fedratinib","Foretinib","Y.39983","YM201636","Tivozanib","GSK690693","SNX.2112","T0901317","Selisistat","Alisertib","LCL161","MIM1","SB505124","LGK974","Wnt.C59","AICA.Ribonucleotide","Cisplatin","Gefitinib","Navitoclax","Vorinostat","Nilotinib","Refametinib","CI.1040","Temsirolimus","Olaparib","Veliparib","Bosutinib","Lenalidomide","Axitinib","AZD7762","GW441756","Lestaurtinib","SB216763","Tanespimycin","Motesanib","KU.55933","Elesclomol","Afatinib","Vismodegib","PLX.4720","BX795","SL0101","Doramapimod","JNK.Inhibitor.VIII","Wee1.Inhibitor","Nutlin.3a....","PD173074","ZM447439","RO.3306","MK.2206","Palbociclib","Dactolisib","Pictilisib","PD0325901","SB590885","Selumetinib","CCT007093","EHT.1864","PF.4708671","Serdemetan","AZD4547","TW.37","XMD8.92","CCT.018159","Rucaparib","Tamoxifen","IOX2","YK.4.279","X.5Z..7.Oxozeaenol","Piperlongumine","Daporinad","Talazoparib","SGC0946","XAV939","Trametinib","Dabrafenib","AZD6738","Fulvestrant","AZD5582","AZD8186","Pevonedistat","Camptothecin","Irinotecan","PRIMA.1MET","Niraparib","MK.1775","Dinaciclib","EPZ004777","AZ960","Sapitinib","Uprosertib","Alpelisib","Taselisib","EPZ5676","SCH772984","VE.822","WZ4003","CZC24832","GSK2606414","PCI.34051","RVX.208","OTX015","GSK343","ML323","Entospletinib","PRT062607","Ribociclib","Ibrutinib","Sabutoclax","LY2109761","MN.64","Venetoclax","ABT737","Afuresertib","AGI.5198","AZD3759","Osimertinib","Cediranib","Ipatasertib","GDC0810","GNE.317","GSK2578215A","I.BRD9","Telomerase.Inhibitor.IX","MIRA.1","NVP.ADW742","P22077","Savolitinib","UMI.77","WIKI4","WEHI.539","BIBR.1532","AMG.319","MK.8776","LJI308","AZ6102","GSK591","VE821","GSK2830371","PFI3","OF.1","NU7441","Bleomycin..50.uM.","JQ1","PFI.1","KRAS..G12C..Inhibitor.12","SN.38","Ruxolitinib","IWP.2","PFI.3","PIK.93","Cetuximab","JW.7.52.1","FTI.277","WHI.P97","PI.103","FH535","UNC1215","WZ.1.84","OSI.930","CMK","VNLG.124","KIN001.266","MPS.1.IN.1"
"Erlotinib",1,0.326457249853647,0.2228,0.082579732916212,0.2146,0.288143052195862,0.0838720605760769,0.304440273872724,0.2027,0.314525170056659,0.31191246278405,0.1375,0.1265,0.323808006003655,0.2162,0.285038501800298,0.2185,0.284066716646621,0.289258293211124,0.159751012945817,0.276409388950463,0.2362,0.0678,0.0658634603726487,0.0481,0.113352489723258,0.1216,0.0635,0.1098,0.0617,0.178049487502773,0.283365908612281,0.159,0.872611024454768,0.105937851815769,0.1461,0.1132,0.069,0.116752269168846,0.1308,0.1607,0.1559,0.0652419649835207,0.366549107363139,0.1098,0.165853250546283,0.261229297774194,0.2146,0.1145,0.1111,0.0658634603726487,0.0621,0.167018621716262,0.0992,0.208983848483653,0.0571,0.0556,0.134242342515301,0.276409388950463,0.2419,0.115,0.2229,0.2302,0.1157,0.6,0.0946,0.289832945598058,0.1216,0.276409388950463,0.0618552025618087,0.0926,0.0909,0.160457063997284,0.1375,0.280876580793214,0.0906415415893286,0.1111,0.1227,0.0935,0.0772871676479633,0.0884,0.105937851815769,0.1084,0.364530816498184,0.2391,0.5229,0.1727,0.131889290677543,0.1903,0.198005838383386,0.161687610475217,0.1402,0.04,0.1354,0.1216,0.771724051232192,0.1216,0.0538186001611125,0.148751857527534,0.30934202092369,0.114241284178313,0.2027,1,0.1227,0.1111,0.26711779680675,0.287078085646258,0.359112737103637,0.1141,0.264584582885039,0.1692,0.0635,0.2119,0.525802687761086,0.1016,0.161,0.284888742225484,0.0658634603726487,0.1157,0.161927452891719,0.1559,0.0574,0.0894532901207082,0.0976,0.118366782448311,0.1084,0.1084,0.186,0.069,1,0.118832335996603,0.147999288900388,0.2744,0.0574916036096604,0.0574916036096604,0.1085,0.093240762854297,0.093240762854297,0.328866486847862,0.128,0.248419960769023,0.0716230140561499,0.2495,0.337424711114413,0.0652419649835207,0.1157,0.288247788663727,0.1559,0.1157,0.872611024454768,0.0881,0.2146,0.147034571374366,0.264071332058795,0.2313,0.0833,0.104237112540224,0.071,0.261566717178295,0.0778418759738574,0.2161,0.0590390550804005,0.23725445395863,0.1227,0.1227,0.0574916036096604,0.2146,0.0574916036096604,0.0957,0.090168094592536,0.1085,0.071,0.261566717178295,0.126099674391182,0.0914,0.1157,0.093240762854297,0.0976,0.0909,0.0744,0.0781,0.1053,0.0941,0.093240762854297,0.0893,0.0870887710076786,0.0574916036096604,0.2146,0.1177,0.0976,0.119147492629933,0.126439803238992,0.1538,0.0672,0.0672,0.1211,0.093240762854297,0.0884230428502959,0.261060966266956,0.0893,0.250310679574258,0.817043396579565,0.0658634603726487,0.1031,0.0635,0.0893,0.198005838383386,0.1177,0.216811439103804,0.0935,0.1607,0.161687610475217,0.0545,0.0538186001611125,0.0781,0.0645095456617196,0.0571,0.0571,0.23725445395863,0.2229,0.162536166578031,0.0833,0.0870887710076786,0.0638,0.181383846350231,0.0658634603726487,0.0886,1,1,0.322325707598375,0.0671643559102669,0.116937910911673,0.1031,0.0779,0.1163,0.1365,0.1211,0.2419,0.101592368343567,0.2228,0.0976,0.0870887710076786,0.1163,0.1365,0.0635,0.147239713374416,0.105791980766978,0.0870887710076786,0.0637,0.1177,0.0957,0.124698955503336,0.0828870559835081,0.1216,0.043,0.0533304616540684,0.0545,0.0682,0.0672,0.244785778005469,0.1084,0.124698955503336,0.0935,1,0.1085,0.0926,0.221,0.23989964231107,0.106082484953098,0.1078,0.2018,0.235210077052028,0.1,0.115045243014502,0.1275,0.1765
"Sunitinib",0.326457249853647,1,0.347537433876025,0.209978808650601,0.329449275972953,0.833459905510493,0.115303496771979,0.80299277800991,0.325423640830615,0.492299190320611,0.55135240756002,0.164942239886062,0.208979424314745,0.787387574689185,0.143562853251754,0.390215361974966,0.318106776957041,0.465574675163471,0.509394726611264,0.22891238112618,0.391158606848218,0.379552113352591,0.197881727435868,0.136231814151827,0.130234736902122,0.148671328878589,0.132954760646945,0.184281608711753,0.184444810136443,0.189748856438847,0.288694419966403,0.37478039564903,0.148322894805194,0.381565322088173,0.144943138560765,0.20337617540041,0.190483262849949,0.133852368482736,0.160386954986525,0.169974283813985,0.245808545819648,0.1728031085086,0.190722166556235,0.764264088217401,0.184444810136443,0.30413718650131,0.43128762886219,0.329449275972953,0.14209404042955,0.124250684663511,0.136231814151827,0.125066691786958,0.245784543154608,0.158740585747866,0.325962618940503,0.159311790734279,0.142774046365755,0.243954105657134,0.391158606848218,0.343675000158377,0.121122657356965,0.465232861314513,0.673396278505811,0.163908630863029,0.116063413191594,0.110188161902777,0.855305652956421,0.132954760646945,0.391158606848218,0.211992000833279,0.138286007186797,0.126970708408334,0.310972077418294,0.164942239886062,0.406205105682089,0.272968124262827,0.124250684663511,0.172204703284739,0.186920031744231,0.122152492288222,0.115002603931113,0.144943138560765,0.172884709220945,0.854157478498266,0.656423330338117,0.339458963353901,0.130180336427225,0.304102835821929,0.30214023757493,0.308102467399901,0.182179004687003,0.209605029776055,0.211726648297016,0.159991796670484,0.132954760646945,0.369649712845004,0.132954760646945,0.161942239321832,0.183385496720921,0.815973151069658,0.234194664528967,0.325423640830615,0.326457249853647,0.172204703284739,0.124250684663511,0.790842682614386,0.814575378547751,0.600429727267135,0.136762793889697,0.370111331725507,0.245128539883442,0.184281608711753,0.285140089169787,0.721624006291296,0.129065126691848,0.222824345175894,0.752636151278876,0.136231814151827,0.163908630863029,0.245726842737559,0.220022720718726,0.118647435749176,0.180814422389318,0.19524330440339,0.24681587084568,0.140788429032035,0.140788429032035,0.288920922175091,0.133852368482736,0.326457249853647,0.208477291013315,0.157939130079648,0.459711213112522,0.139512495866453,0.139512495866453,0.19385609229353,0.163496211660335,0.163496211660335,0.598122123096228,0.147343686257058,0.860807660498703,0.160601791287975,0.450517532855021,0.630230826220325,0.190722166556235,0.163908630863029,0.925444937031481,0.1728031085086,0.163908630863029,0.381565322088173,0.189232051927331,0.329449275972953,0.213115683163643,0.307757846368432,0.35898873384173,0.131839550911567,0.227658575253019,0.206830605556335,0.54757054459118,0.113186872911109,0.309157898836574,0.134922159532403,0.351774652950356,0.172204703284739,0.172204703284739,0.139512495866453,0.329449275972953,0.139512495866453,0.182894396601893,0.142818711702967,0.19385609229353,0.206830605556335,0.54757054459118,0.214837577395238,0.245944547006889,0.163908630863029,0.163496211660335,0.141686036867826,0.120497051895656,0.153790142532288,0.178596759085073,0.0199921745244485,0.126617105321507,0.163496211660335,0.128956325742055,0.185114277852339,0.139512495866453,0.329449275972953,0.200248148093864,0.141686036867826,0.234513728357785,0.217950152734804,0.188116842191953,0.122401068517032,0.122401068517032,0.158658985035521,0.163496211660335,0.216025237183332,0.379230120855554,0.128956325742055,0.339843572087564,0.408300924129767,0.136231814151827,0.182540793515066,0.111140170213465,0.128956325742055,0.308102467399901,0.200248148093864,0.342759909714231,0.186920031744231,0.275239202738632,0.182179004687003,0.13502197869301,0.161942239321832,0.0987368619370722,0.222976148177716,0.159311790734279,0.159311790734279,0.351774652950356,0.465232861314513,0.215902456872003,0.148268494330298,0.185114277852339,0.144215658950511,0.235372099855596,0.136231814151827,0.105672922486371,0.326457249853647,0.326457249853647,0.880341745218222,0.131933899295085,0.178997304982751,0.182540793515066,0.197120120787317,0.180881579030725,0.171987101385154,0.158658985035521,0.343675000158377,0.176074795793459,0.347537433876025,0.19524330440339,0.185114277852339,0.133661966820599,0.171987101385154,0.111140170213465,0.263361840466716,0.179636423008517,0.185114277852339,0.166574254132956,0.200248148093864,0.182894396601893,0.192124517204924,0.17056744527608,0.172830308746049,0.0605477285597583,0.171086827257344,0.13502197869301,0.121938664480412,0.122401068517032,0.336869477417353,0.140788429032035,0.192124517204924,0.186920031744231,0.326457249853647,0.19385609229353,0.138286007186797,0.30260264161155,0.365498139396119,0.203261186831798,0.153817342769736,0.394457843474221,0.688845137815516,0.163011023027238,0.195647445776213,0.197201721499662,0.103551303965409
"PHA.665752",0.2228,0.347537433876025,1,0.117889248916595,0.1823,0.30814748460704,0.0809172183335593,0.329660444227508,0.1869,0.685148305977606,0.312031832268468,0.1564,0.1381,0.348301803734642,0.2086,0.296545358869212,0.2389,0.272760298815736,0.288973981934132,0.163323450751762,0.230500368667371,0.2207,0.1111,0.0919946544066751,0.0695,0.122097785666299,0.0726,0.1089,0.1139,0.0803,0.196222131779267,0.285855339496788,0.1345,0.261112905538143,0.0804556521047702,0.1286,0.098,0.0785,0.132727106580595,0.0996,0.1119,0.139,0.0757700082326952,0.376458258187687,0.1139,0.129483294881405,0.252436247403284,0.1823,0.1173,0.084,0.0919946544066751,0.0455,0.223657874889305,0.1063,0.201176980580529,0.087,0.037,0.0840816138509035,0.230500368667371,0.2003,0.0968,0.251,0.2615,0.076,0.0741,0.1069,0.337727617331071,0.0726,0.230500368667371,0.097299672122808,0.1147,0.1044,0.126095924555822,0.1564,0.292475660494479,0.051626502669588,0.084,0.0874,0.1012,0.0736279473719478,0.0925,0.0804556521047702,0.1052,0.529599871044535,0.2279,0.2329,0.1818,0.115115678324707,0.2044,0.205878422070091,0.133384237911212,0.1357,0.0465,0.1154,0.0726,0.255891960458564,0.0726,0.106012195860135,0.118988712139887,0.333504322148604,0.107331799580329,0.1869,0.2228,0.0874,0.084,0.314179757762644,0.315340811907556,0.349189258796806,0.1064,0.283693469426736,0.168,0.1089,0.1936,0.569961281814207,0.0777,0.1459,0.316960015162207,0.0919946544066751,0.076,0.153512882195599,0.0905,0.063,0.0775488598765075,0.0638,0.128486690566029,0.1301,0.1301,0.1655,0.0785,0.2228,0.0733140757432434,0.0955791814844724,0.2607,0.0895713933863751,0.0895713933863751,0.1141,0.0807728681412144,0.0807728681412144,0.338247712092958,0.108,0.284593744276016,0.0814318506064753,0.2282,0.327143732104038,0.0757700082326952,0.076,0.310884843075134,0.139,0.076,0.261112905538143,0.0784,0.1823,0.138312181547073,0.250241978065388,0.1972,0.0806,0.113533012412663,0.1474,0.25976332699953,0.0802988648855143,0.2254,0.0937277798876402,0.251232907742902,0.0874,0.0874,0.0895713933863751,0.1823,0.0895713933863751,0.1053,0.0976591939146293,0.1141,0.1474,0.25976332699953,0.0894095278632472,0.094,0.076,0.0807728681412144,0.1043,0.0741,0.0815,0.0773,0.1111,0.0701,0.0807728681412144,0.073,0.089710347497976,0.0895713933863751,0.1823,0.1233,0.1043,0.0801151983084358,0.130834610866839,0.1557,0.0635,0.0635,0.0805,0.0807728681412144,0.135633137495131,0.273069203396947,0.073,0.223481352865444,0.280340133737038,0.0919946544066751,0.1064,0.0796,0.073,0.205878422070091,0.1233,0.21495738948203,0.1012,0.1346,0.133384237911212,0.0846,0.106012195860135,0.0727,0.113872195906012,0.087,0.087,0.251232907742902,0.251,0.107779374023707,0.0787,0.089710347497976,0.0748,0.0959654437775684,0.0919946544066751,0.0597,0.2228,0.2228,0.340957928753084,0.0902145356428954,0.134892716450365,0.1064,0.0738,0.1028,0.1008,0.0805,0.2003,0.0945294600540079,1,0.0638,0.089710347497976,0.0583,0.1008,0.0796,0.168484629764277,0.107436600947877,0.089710347497976,0.0973,0.1233,0.1053,0.101062055007293,0.082095501560746,0.1174,0.0526,0.105842320428853,0.0846,0.0566,0.0635,0.228474549269726,0.1301,0.101062055007293,0.1012,0.2228,0.1141,0.1147,0.1929,0.202994898841232,0.0825272496338708,0.1002,0.2172,0.272518405452204,0.1031,0.163155071911476,0.087,0.0345
"MG.132",0.082579732916212,0.209978808650601,0.117889248916595,1,0.15097203868272,0.206529738347601,0.194231486357885,0.181789093707699,0.115917005680538,0.17178474184261,0.176037637351149,0.241377123793612,0.173239301025305,0.198217511668326,0.0773628314530923,0.256567426430624,0.177883615742472,0.165086366711277,0.176793055658035,0.159765293687221,0.137744338833848,0.151353763180022,0.131885813817648,0.223799706732467,0.147727380455658,0.254723222097515,0.205940366294128,0.0614576440655322,0.0814345594243077,0.785907119194119,0.11345636517335,0.205592921637869,0.129150121586988,0.0845373907000501,0.11683796516302,0.14022013200873,0.0757723127143363,0.163632567843218,0.145097486868681,0.0902778436117911,0.149763244441266,0.273441981566933,0.0942120493851199,0.209364579985038,0.0814345594243077,0.138932481025376,0.125147172082361,0.15097203868272,0.110254758970567,0.156761526891792,0.223799706732467,0.105101478256997,0.316346217247818,0.142128754495237,0.154144088079084,0.119543388404902,0,0.208315461069066,0.137744338833848,0.118652697911198,0.0996300937956764,0.106755617745303,0.127241499100481,0.143401169486242,0.155743594898988,0.14543703347185,0.178730956922443,0.205940366294128,0.137744338833848,0.0652340362112134,0.0531233258744507,0.186663279180405,0.137649593231973,0.241377123793612,0.217533965554123,0.171464068108174,0.156761526891792,0.0981668165560209,0.181828102214587,0.171003898252246,0.119288905406701,0.11683796516302,0.207403643533784,0.214993136318582,0.124760289868021,0.0649567852907954,0.0779354181990445,0.232406291079623,0.115662522682337,0.115494286910091,0.249873828450422,0.129022880087887,0.0669290285268529,0.175911372506415,0.205940366294128,0.111109064860801,0.205940366294128,0.207629537150431,0.229136241521853,0.185114596774589,0.306131514934599,0.115917005680538,0.082579732916212,0.0981668165560209,0.156761526891792,0.171100290401107,0.173863124260364,0.203239946601465,0.10045716353983,0.22553195871573,0.152180832924175,0.0614576440655322,0.172857576528003,0.201046219385913,0.10592854800115,0.206258470041879,0.179668926865866,0.223799706732467,0.143401169486242,0.255974114923221,0.171648782286549,0.195061218121037,0.108597408446631,0.12972270833294,0.201371249805381,0.14543703347185,0.14543703347185,0.0909140511072935,0.163632567843218,0.082579732916212,0.19348586647751,0.21842460319578,0.132840125060902,0.188661712776715,0.188661712776715,0.117889248916595,0.181187418010816,0.181187418010816,0.173305848936352,0.261290418402837,0.199942351639854,0.116135266274657,0.106373893248002,0.200737306054042,0.0942120493851199,0.143401169486242,0.205063470313401,0.273441981566933,0.143401169486242,0.0845373907000501,0.139520303763677,0.15097203868272,0.195037354349467,0.207561862890784,0.126796153853629,0.0938406055866046,0.0651423053093846,0.122851667381514,0.158355490883866,0.222998237291775,0.196651736859793,0.217386891453342,0.17841545755931,0.0981668165560209,0.0981668165560209,0.188661712776715,0.15097203868272,0.188661712776715,0.142446858242988,0.132592405089908,0.117889248916595,0.122851667381514,0.158355490883866,0.219616381753505,0.125078393615773,0.143401169486242,0.181187418010816,0.109364068476863,0.171139816290147,0.0648295437916949,0.144673584477247,0,0.143528410985342,0.181187418010816,0.112227002206624,0.191971447174724,0.188661712776715,0.15097203868272,0.234824186589937,0.109364068476863,0.0743179679882531,0.10602165957947,0.0636207495502404,0.129977191331141,0.129977191331141,0.167704295814434,0.181187418010816,0.135980133344509,0.22979346767641,0.112227002206624,0.203798198023543,0.100208939795317,0.223799706732467,0.0970852638136668,0.147918242704309,0.112227002206624,0.115494286910091,0.234824186589937,0.114917765348338,0.181828102214587,0.0804166274315039,0.249873828450422,0.158479287129649,0.207629537150431,0.0525507391284986,0.225641969858654,0.119543388404902,0.119543388404902,0.17841545755931,0.106755617745303,0.238927053839016,0.111336311712921,0.191971447174724,0.17190326528475,0.25934361377896,0.223799706732467,0.143719273233993,0.082579732916212,0.082579732916212,0.205438797165834,0.221699627413935,0.12056773115813,0.0970852638136668,0.213765718488808,0.140983581003333,0.126096325608576,0.167704295814434,0.118652697911198,0.224794120635867,0.117889248916595,0.12972270833294,0.191971447174724,0.182018964463238,0.126096325608576,0.147918242704309,0.152723982273111,0.179330095807075,0.191971447174724,0.112608726703925,0.234824186589937,0.142446858242988,0.230470242047311,0.127265109112007,0.11897080165895,0.0505784958924411,0.215071642858771,0.158479287129649,0.106055789500251,0.129977191331141,0.202843127298884,0.14543703347185,0.230470242047311,0.181828102214587,0.082579732916212,0.117889248916595,0.0531233258744507,0.179601375980329,0.192427888172723,0.179298263612843,0.133030987309553,0.0636843702997906,0.170692666527604,0.158033941882797,0.276586637954435,0.0869695646351786,0.0374090007355413
"AZ628",0.2146,0.329449275972953,0.1823,0.15097203868272,1,0.453447005565855,0.242903185372089,0.313611244910827,0.2056,0.286089970492059,0.294245779090196,0.0917,0.1137,0.333500551677203,0,0.292352182140709,0.2714,0.251103727348617,0.271801580803847,0.230863539624145,0.227072644998744,0.2035,0.0909,0.217367268405993,0.2159,0.0380084015985999,0.0333,0.176,0.1111,0.1395,0.147643895911751,0.288087243048415,0.1176,0.227592815623766,0.137461090251358,0.1,0.0819,0.1,0.0985114973724519,0.1086,0.1569,0.106,0.189664294291947,0.338655854364919,0.1111,0.254433371793119,0.219127473812816,1,0.0662,0.1318,0.217367268405993,0.1379,0.126359981798036,0.206,0.233114167456949,0.0397,0,0.173224997097514,0.227072644998744,0.1878,0.1455,0.2068,0.2084,0.121,0,0.0633,0.299966485864657,0.0333,0.227072644998744,0.206567606694784,0.1728,0.11,0.267586059901168,0.0917,0.315437103984738,0.260762137704291,0.1318,0.1026,0.0933,0.231695174749526,0.0654,0.137461090251358,0.0692,0.349964727788215,0.1995,0.1826,0.1313,0.259247000598473,0.2304,0.227786993777172,0.0689664971080708,0.1099,0.0698,0.125,0.0333,0.234412847455249,0.0333,0.0750210393331396,0.0749188187547435,0.303108991522402,0.197356346478331,0.2056,0.2146,0.1026,0.1318,0.289392058253646,0.282137672079322,0.469552628518398,0.0357,0.282999343206205,0.0947,0.176,0.0531,0.341493127344133,0.121,0.1477,0.301978025374485,0.217367268405993,0.121,0.196222131779267,0.1661,0.1972,0.134349998470265,0.1296,0.172354685129888,0.0968,0.0968,0.1146,0.1,0.2146,0.151811130615428,0.0716068415757568,0.2375,0.240467163956388,0.240467163956388,0.1176,0.0977745427499634,0.0977745427499634,0.308358692126024,0.0312,0.289240376687826,0.258916270451043,0.2266,0.259438270331368,0.189664294291947,0.121,0.316800449628638,0.106,0.121,0.227592815623766,0.095,1,0.310071121078502,0.139424700814793,0.2639,0.0233,0.228638125539048,0.055,0.226475749949836,0.234809963034484,0.2475,0.208867057084439,0.278539654670317,0.1026,0.1026,0.240467163956388,1,0.240467163956388,0.0769,0.201263159309635,0.1176,0.055,0.226475749949836,0.172371034925793,0.2088,0.121,0.0977745427499634,0.068,0.0978,0.1203,0.113,0.069,0.1407,0.0977745427499634,0.1306,0.0916503141007961,0.240467163956388,1,0.0903,0.068,0.187595429048791,0.12519262810136,0.1648,0.0824,0.0824,0.0885,0.0977745427499634,0.230262529567569,0.284415569189064,0.1306,0.0888143228981428,0.234086915459915,0.217367268405993,0.0997,0.2207,0.1306,0.227786993777172,0.0903,0.140458304679842,0.0933,0.191,0.0689664971080708,0.0654,0.0750210393331396,0.152,0.129154331461095,0.0397,0.0397,0.278539654670317,0.2068,0.187184102849115,0.0278,0.0916503141007961,0.125,0.179299700483394,0.217367268405993,0.0758,0.2146,0.2146,0.320685134666514,0.214507795062829,0.0997939675585999,0.0997,0.0936,0.1347,0.1133,0.0885,0.1878,0.112628162546003,0.1823,0.1296,0.0916503141007961,0.125,0.1133,0.2207,0.305124927152428,0.178512794852829,0.0916503141007961,0.0664,0.0903,0.0769,0.120737463800089,0.112287648828954,0.1154,0.0957,0.0787981067873358,0.0654,0.0606,0.0824,0.0688826709919513,0.0968,0.120737463800089,0.0933,0.2146,0.1176,0.1728,0.1005,0.170679736108723,0.115761952198291,0.0889,0.2327,0.260599605031516,0.1651,0.116462222547232,0.1672,0
"Sorafenib",0.288143052195862,0.833459905510493,0.30814748460704,0.206529738347601,0.453447005565855,1,0.0880121374452395,0.77962516177827,0.287667699346487,0.436119914058558,0.465431377842105,0.169938643651395,0.206144685678755,0.745122995934617,0.185387611256067,0.329598983545518,0.269089325483433,0.425439687969173,0.448534270210765,0.25552441165341,0.3448405365018,0.364239120833235,0.146923643194178,0.0968240750769157,0.136307429558147,0.12366932367056,0.107112842059061,0.135713238496429,0.20325295584506,0.170334771025874,0.214307840256558,0.318316518380525,0.165700080744472,0.344598316477522,0.120782286655491,0.189230046788511,0.182060141310446,0.131989641176328,0.168479264452213,0.182060141310446,0.256056734863081,0.170849736612696,0.146176243166767,0.613629400438123,0.20325295584506,0.267956199406638,0.397819301906919,0.453447005565855,0.156826827556148,0.108420062394841,0.0968240750769157,0.118283634019363,0.155373884446887,0.164155183984005,0.312019533032746,0.126958823520448,0.179643764326125,0.199201653832936,0.3448405365018,0.297570883708457,0.158371724316615,0.406030558840746,0.435383597289623,0.146091775707773,0.179445700638886,0.0920203890914197,0.764048952422389,0.107112842059061,0.3448405365018,0.159004383241774,0.122324133239046,0.131276611902266,0.272102883902089,0.169938643651395,0.339466980927653,0.193728653245592,0.108420062394841,0.179802215275917,0.191646423772832,0.0932083561898632,0.0968531430600608,0.120782286655491,0.15940165549026,0.725397309501977,0.392839517270602,0.313257527737816,0.103745759375992,0.266583249465505,0.269168550958328,0.275109092473386,0.152832770039729,0.188002051927627,0.203411406794852,0.160193910239217,0.107112842059061,0.342564747085571,0.107112842059061,0.156620469698241,0.157773431413202,0.64815640495884,0.168819317109356,0.287667699346487,0.288143052195862,0.179802215275917,0.108420062394841,0.778471583552081,0.672602288462822,0.655455177547461,0.131474675589506,0.313117473485615,0.264494247939479,0.135713238496429,0.27511046157551,0.648902438120295,0.0997448728937559,0.2174343158514,0.710103414555817,0.0968240750769157,0.146091775707773,0.248928738251214,0.225079574178841,0.0913469725548058,0.15588659990792,0.166690399180669,0.256257211280115,0.143398109561317,0.143398109561317,0.306523362371677,0.131989641176328,0.288143052195862,0.167196813668226,0.141651622088704,0.384560455143996,0.0691123245013475,0.0691123245013475,0.204956303555319,0.142707476025589,0.142707476025589,0.51123992650679,0.175682490581337,0.928107414437745,0.154395575428248,0.395414345204714,0.515836172367158,0.146176243166767,0.146091775707773,0.881796468483569,0.170849736612696,0.146091775707773,0.344598316477522,0.151518720738132,0.453447005565855,0.175824364795198,0.303641812007591,0.355603544069597,0.133930665311274,0.233477895694532,0.172434246110611,0.439696099363324,0.0868652905778069,0.256373636762664,0.0973938034232105,0.295362828235909,0.179802215275917,0.179802215275917,0.0691123245013475,0.453447005565855,0.0691123245013475,0.163006414598016,0.113946570634158,0.204956303555319,0.172434246110611,0.439696099363324,0.174623508020823,0.186259091479921,0.146091775707773,0.142707476025589,0.159005528115781,0.132425381288255,0.124463221061231,0.15789637146724,0.0291153620241901,0.0907923942305355,0.142707476025589,0.153222068448391,0.160133340305324,0.0691123245013475,0.453447005565855,0.198380589138971,0.159005528115781,0.235567760627063,0.230175687709173,0.225990667140142,0.127513401844718,0.127513401844718,0.148864667329124,0.142707476025589,0.210878941738229,0.317531435319795,0.153222068448391,0.327149367621725,0.370403535374077,0.0968240750769157,0.184318067344975,0.0821172047294503,0.153222068448391,0.275109092473386,0.198380589138971,0.38920858717457,0.191646423772832,0.264771537101614,0.152832770039729,0.124621672011023,0.156620469698241,0.110915664854057,0.201405139497434,0.126958823520448,0.126958823520448,0.295362828235909,0.406030558840746,0.178129466232388,0.165700080744472,0.160133340305324,0.128741396705602,0.190710650190332,0.0968240750769157,0.0686884867346198,0.288143052195862,0.288143052195862,0.801259784992762,0.0937926451694733,0.195177746893718,0.184318067344975,0.184674581982005,0.172988824434882,0.154251999622035,0.148864667329124,0.297570883708457,0.144262146029068,0.30814748460704,0.166690399180669,0.160133340305324,0.0891286592577247,0.154251999622035,0.0821172047294503,0.231659747380284,0.159272471071531,0.160133340305324,0.141615536376163,0.198380589138971,0.163006414598016,0.184980328405467,0.153508242566755,0.158886689903437,0.0447623933161017,0.164285301347049,0.124621672011023,0.153657808560317,0.127513401844718,0.32794706710099,0.143398109561317,0.184980328405467,0.191646423772832,0.288143052195862,0.204956303555319,0.122324133239046,0.290678267392526,0.353329251097743,0.20324016674322,0.139951801403352,0.377430162403378,0.647589050529025,0.148904280066572,0.217331710950693,0.151954460850059,0.123472902625035
